region_id,prov_id,mun_city_id,barangay_id,psgc_id,location_desc,correspondence_code,geographic_level,old_names,city_class,income_classification,urban_rural
16.0,85.0,4.0,1.0,1608504001.0,Albor ,168504001.0,Bgy,,,,R
16.0,85.0,4.0,2.0,1608504002.0,Arellano,168504002.0,Bgy,,,,R
16.0,85.0,4.0,3.0,1608504003.0,Bayanihan,168504003.0,Bgy,,,,R
16.0,85.0,4.0,4.0,1608504004.0,Doña Helen,168504004.0,Bgy,,,,R
16.0,85.0,4.0,5.0,1608504005.0,Garcia,168504005.0,Bgy,,,,R
16.0,85.0,4.0,6.0,1608504006.0,General Aguinaldo,168504006.0,Bgy,Bolod-bolod,,,R
16.0,85.0,4.0,7.0,1608504007.0,Kanihaan,168504007.0,Bgy,,,,R
16.0,85.0,4.0,8.0,1608504008.0,Magsaysay,168504008.0,Bgy,,,,R
16.0,85.0,4.0,9.0,1608504009.0,Osmeña,168504009.0,Bgy,,,,R
16.0,85.0,4.0,10.0,1608504010.0,Plaridel,168504010.0,Bgy,,,,R
16.0,85.0,4.0,11.0,1608504011.0,Quezon,168504011.0,Bgy,,,,R
16.0,85.0,4.0,12.0,1608504012.0,San Antonio ,168504012.0,Bgy,,,,U
16.0,85.0,4.0,13.0,1608504013.0,San Jose,168504013.0,Bgy,,,,R
16.0,85.0,4.0,14.0,1608504014.0,Santo Niño,168504014.0,Bgy,,,,R
16.0,85.0,4.0,15.0,1608504015.0,Llamera,168504015.0,Bgy,,,,R
16.0,85.0,4.0,16.0,1608504016.0,Rosita,168504016.0,Bgy,,,,R
16.0,85.0,5.0,0.0,1608505000.0,Loreto,168505000.0,Mun,,,4th*,
16.0,85.0,5.0,1.0,1608505001.0,Carmen ,168505001.0,Bgy,,,,R
16.0,85.0,5.0,2.0,1608505002.0,Esperanza,168505002.0,Bgy,,,,U
16.0,85.0,5.0,3.0,1608505003.0,Ferdinand,168505003.0,Bgy,,,,R
16.0,85.0,5.0,4.0,1608505004.0,Helene,168505004.0,Bgy,,,,R
16.0,85.0,5.0,6.0,1608505006.0,Liberty,168505006.0,Bgy,,,,R
16.0,85.0,5.0,8.0,1608505008.0,Magsaysay,168505008.0,Bgy,,,,R
16.0,85.0,5.0,11.0,1608505011.0,Panamaon,168505011.0,Bgy,,,,R
16.0,85.0,5.0,13.0,1608505013.0,San Juan ,168505013.0,Bgy,,,,R
16.0,85.0,5.0,15.0,1608505015.0,Santa Cruz ,168505015.0,Bgy,,,,R
16.0,85.0,5.0,17.0,1608505017.0,Santiago ,168505017.0,Bgy,,,,R
16.0,85.0,6.0,0.0,1608506000.0,San Jose ,168506000.0,Mun,,,4th*,
16.0,85.0,6.0,1.0,1608506001.0,Aurelio,168506001.0,Bgy,,,,R
16.0,85.0,6.0,2.0,1608506002.0,Cuarinta,168506002.0,Bgy,,,,R
16.0,85.0,6.0,3.0,1608506003.0,Don Ruben Ecleo,168506003.0,Bgy,Baltazar,,,R
16.0,85.0,6.0,4.0,1608506004.0,Jacquez,168506004.0,Bgy,,,,R
16.0,85.0,6.0,5.0,1608506005.0,Justiniana Edera,168506005.0,Bgy,,,,R
16.0,85.0,6.0,6.0,1608506006.0,Luna,168506006.0,Bgy,,,,R
16.0,85.0,6.0,7.0,1608506007.0,Mahayahay,168506007.0,Bgy,,,,R
16.0,85.0,6.0,8.0,1608506008.0,Matingbe,168506008.0,Bgy,,,,R
16.0,85.0,6.0,9.0,1608506009.0,San Jose ,168506009.0,Bgy,,,,U
16.0,85.0,6.0,10.0,1608506010.0,San Juan,168506010.0,Bgy,,,,R
16.0,85.0,6.0,11.0,1608506011.0,Santa Cruz,168506011.0,Bgy,,,,R
16.0,85.0,6.0,12.0,1608506012.0,Wilson,168506012.0,Bgy,,,,U
16.0,85.0,7.0,0.0,1608507000.0,Tubajon,168507000.0,Mun,,,5th*,
16.0,85.0,7.0,1.0,1608507001.0,Imelda,168507001.0,Bgy,,,,R
16.0,85.0,7.0,2.0,1608507002.0,Mabini,168507002.0,Bgy,,,,R
16.0,85.0,7.0,3.0,1608507003.0,Malinao,168507003.0,Bgy,,,,R
16.0,85.0,7.0,4.0,1608507004.0,Navarro,168507004.0,Bgy,,,,R
16.0,85.0,7.0,5.0,1608507005.0,Diaz,168507005.0,Bgy,Romualdez,,,R
16.0,85.0,7.0,6.0,1608507006.0,Roxas,168507006.0,Bgy,,,,R
16.0,85.0,7.0,7.0,1608507007.0,San Roque ,168507007.0,Bgy,,,,R
16.0,85.0,7.0,8.0,1608507008.0,San Vicente ,168507008.0,Bgy,,,,R
16.0,85.0,7.0,9.0,1608507009.0,Santa Cruz ,168507009.0,Bgy,,,,R
16.0,2.0,2.0,0.0,1630400000.0,City of Butuan ,160202000.0,City,,HUC,1st,
16.0,2.0,2.0,2.0,1630400002.0,Agao Pob.,160202002.0,Bgy,Bgy. 3,,,R
16.0,2.0,2.0,3.0,1630400003.0,Agusan Pequeño,160202003.0,Bgy,,,,U
16.0,2.0,2.0,4.0,1630400004.0,Ambago,160202004.0,Bgy,,,,U
16.0,2.0,2.0,6.0,1630400006.0,Amparo,160202006.0,Bgy,,,,U
16.0,2.0,2.0,7.0,1630400007.0,Ampayon,160202007.0,Bgy,,,,U
16.0,2.0,2.0,8.0,1630400008.0,Anticala,160202008.0,Bgy,,,,R
16.0,2.0,2.0,9.0,1630400009.0,Antongalon,160202009.0,Bgy,,,,R
16.0,2.0,2.0,10.0,1630400010.0,Aupagan,160202010.0,Bgy,,,,R
16.0,2.0,2.0,12.0,1630400012.0,Baan KM 3,160202012.0,Bgy,,,,U
16.0,2.0,2.0,13.0,1630400013.0,Babag,160202013.0,Bgy,,,,R
16.0,2.0,2.0,14.0,1630400014.0,Bading Pob.,160202014.0,Bgy,Bgy. 22,,,U
16.0,2.0,2.0,16.0,1630400016.0,Bancasi,160202016.0,Bgy,,,,U
16.0,2.0,2.0,17.0,1630400017.0,Banza,160202017.0,Bgy,,,,U
16.0,2.0,2.0,18.0,1630400018.0,Baobaoan,160202018.0,Bgy,,,,R
16.0,2.0,2.0,19.0,1630400019.0,Basag,160202019.0,Bgy,,,,R
16.0,2.0,2.0,20.0,1630400020.0,Bayanihan Pob.,160202020.0,Bgy,Bgy. 27,,,U
16.0,2.0,2.0,21.0,1630400021.0,Bilay,160202021.0,Bgy,,,,R
16.0,2.0,2.0,22.0,1630400022.0,Bit-os,160202022.0,Bgy,,,,R
16.0,2.0,2.0,23.0,1630400023.0,Bitan-agan,160202023.0,Bgy,,,,R
16.0,2.0,2.0,24.0,1630400024.0,Bobon,160202024.0,Bgy,,,,R
16.0,2.0,2.0,25.0,1630400025.0,Bonbon,160202025.0,Bgy,,,,U
16.0,2.0,2.0,26.0,1630400026.0,Bugabus,160202026.0,Bgy,,,,R
16.0,2.0,2.0,27.0,1630400027.0,Buhangin Pob.,160202027.0,Bgy,Bgy. 19,,,U
16.0,2.0,2.0,29.0,1630400029.0,Cabcabon,160202029.0,Bgy,,,,R
16.0,2.0,2.0,31.0,1630400031.0,Camayahan,160202031.0,Bgy,,,,R
16.0,2.0,2.0,33.0,1630400033.0,Baan Riverside Pob.,160202033.0,Bgy,Bgy. 20,,,U
16.0,2.0,2.0,36.0,1630400036.0,Dankias,160202036.0,Bgy,,,,R
16.0,2.0,2.0,37.0,1630400037.0,Imadejas Pob.,160202037.0,Bgy,Bgy. 24,,,U
16.0,2.0,2.0,38.0,1630400038.0,Diego Silang Pob.,160202038.0,Bgy,Bgy. 6,,,U
16.0,2.0,2.0,39.0,1630400039.0,Doongan,160202039.0,Bgy,,,,U
16.0,2.0,2.0,40.0,1630400040.0,Dumalagan,160202040.0,Bgy,,,,R
16.0,2.0,2.0,43.0,1630400043.0,Golden Ribbon Pob.,160202043.0,Bgy,Bgy. 2,,,U
16.0,2.0,2.0,44.0,1630400044.0,Dagohoy Pob.,160202044.0,Bgy,Bgy. 7,,,U
16.0,2.0,2.0,45.0,1630400045.0,Jose Rizal Pob.,160202045.0,Bgy,Bgy. 25,,,U
16.0,2.0,2.0,47.0,1630400047.0,Holy Redeemer Pob.,160202047.0,Bgy,Bgy. 23,,,U
16.0,2.0,2.0,48.0,1630400048.0,Humabon Pob.,160202048.0,Bgy,Bgy. 11,,,U
16.0,2.0,2.0,49.0,1630400049.0,Kinamlutan,160202049.0,Bgy,,,,R
16.0,2.0,2.0,51.0,1630400051.0,Lapu-lapu Pob.,160202051.0,Bgy,Bgy. 8,,,U
16.0,2.0,2.0,52.0,1630400052.0,Lemon,160202052.0,Bgy,,,,R
16.0,2.0,2.0,53.0,1630400053.0,Leon Kilat Pob.,160202053.0,Bgy,Bgy. 13,,,U
16.0,2.0,2.0,54.0,1630400054.0,Libertad,160202054.0,Bgy,,,,U
16.0,2.0,2.0,55.0,1630400055.0,Limaha Pob.,160202055.0,Bgy,Bgy. 14,,,U
16.0,2.0,2.0,56.0,1630400056.0,Los Angeles,160202056.0,Bgy,,,,U
16.0,2.0,2.0,57.0,1630400057.0,Lumbocan,160202057.0,Bgy,,,,R
16.0,2.0,2.0,60.0,1630400060.0,Maguinda,160202060.0,Bgy,,,,R
16.0,2.0,2.0,61.0,1630400061.0,Mahay,160202061.0,Bgy,,,,R
16.0,2.0,2.0,62.0,1630400062.0,Mahogany Pob.,160202062.0,Bgy,Bgy. 21,,,U
16.0,2.0,2.0,63.0,1630400063.0,Maibu,160202063.0,Bgy,,,,R
16.0,2.0,2.0,64.0,1630400064.0,Mandamo,160202064.0,Bgy,,,,R
16.0,2.0,2.0,65.0,1630400065.0,Manila de Bugabus,160202065.0,Bgy,,,,R
16.0,2.0,2.0,66.0,1630400066.0,Maon Pob.,160202066.0,Bgy,Bgy. 1,,,U
16.0,2.0,2.0,67.0,1630400067.0,Masao,160202067.0,Bgy,,,,R
16.0,2.0,2.0,68.0,1630400068.0,Maug,160202068.0,Bgy,,,,R
16.0,2.0,2.0,69.0,1630400069.0,Port Poyohon Pob.,160202069.0,Bgy,Bgy. 17 - New Asia,,,U
16.0,2.0,2.0,70.0,1630400070.0,New Society Village Pob.,160202070.0,Bgy,Bgy. 26,,,U
16.0,2.0,2.0,71.0,1630400071.0,Ong Yiu Pob.,160202071.0,Bgy,Bgy. 16,,,U
16.0,2.0,2.0,72.0,1630400072.0,Pianing,160202072.0,Bgy,,,,R
16.0,2.0,2.0,73.0,1630400073.0,Pinamanculan,160202073.0,Bgy,,,,R
16.0,2.0,2.0,74.0,1630400074.0,Rajah Soliman Pob.,160202074.0,Bgy,Bgy. 4,,,R
16.0,2.0,2.0,75.0,1630400075.0,San Ignacio Pob.,160202075.0,Bgy,Bgy. 15,,,U
16.0,2.0,2.0,76.0,1630400076.0,San Mateo,160202076.0,Bgy,,,,R
16.0,2.0,2.0,77.0,1630400077.0,San Vicente,160202077.0,Bgy,,,,U
16.0,2.0,2.0,78.0,1630400078.0,Sikatuna Pob.,160202078.0,Bgy,Bgy. 10,,,U
16.0,2.0,2.0,79.0,1630400079.0,Silongan Pob.,160202079.0,Bgy,Bgy. 5,,,R
16.0,2.0,2.0,80.0,1630400080.0,Sumilihon,160202080.0,Bgy,,,,R
16.0,2.0,2.0,82.0,1630400082.0,Tagabaca,160202082.0,Bgy,,,,R
16.0,2.0,2.0,83.0,1630400083.0,Taguibo,160202083.0,Bgy,,,,U
16.0,2.0,2.0,84.0,1630400084.0,Taligaman,160202084.0,Bgy,,,,U
16.0,2.0,2.0,85.0,1630400085.0,Tandang Sora Pob.,160202085.0,Bgy,Bgy. 12,,,U
16.0,2.0,2.0,86.0,1630400086.0,Tiniwisan,160202086.0,Bgy,,,,U
16.0,2.0,2.0,87.0,1630400087.0,Tungao,160202087.0,Bgy,,,,R
16.0,2.0,2.0,89.0,1630400089.0,Urduja Pob.,160202089.0,Bgy,Bgy. 9,,,U
16.0,2.0,2.0,90.0,1630400090.0,Villa Kananga,160202090.0,Bgy,,,,U
16.0,2.0,2.0,91.0,1630400091.0,Obrero Pob.,160202091.0,Bgy,Bgy. 18,,,U
16.0,2.0,2.0,92.0,1630400092.0,Bugsukan,160202092.0,Bgy,,,,R
16.0,2.0,2.0,93.0,1630400093.0,De Oro,160202093.0,Bgy,,,,R
16.0,2.0,2.0,94.0,1630400094.0,Dulag,160202094.0,Bgy,,,,R
16.0,2.0,2.0,95.0,1630400095.0,Florida,160202095.0,Bgy,,,,R
16.0,2.0,2.0,96.0,1630400096.0,Nong-nong,160202096.0,Bgy,,,,R
16.0,2.0,2.0,97.0,1630400097.0,Pagatpatan,160202097.0,Bgy,,,,U
16.0,2.0,2.0,98.0,1630400098.0,Pangabugan,160202098.0,Bgy,,,,R
16.0,2.0,2.0,99.0,1630400099.0,Salvacion,160202099.0,Bgy,,,,R
16.0,2.0,2.0,100.0,1630400100.0,Santo Niño,160202100.0,Bgy,,,,R
16.0,2.0,2.0,101.0,1630400101.0,Sumile,160202101.0,Bgy,,,,R
16.0,2.0,2.0,102.0,1630400102.0,Don Francisco,160202102.0,Bgy,,,,R
16.0,2.0,2.0,103.0,1630400103.0,Pigdaulan,160202103.0,Bgy,,,,R
